relative_path,name,fileId,mimeType,shareUrl,downloadUrl,exportUrl
g10/first semester/english g10/first semester/books/Upstream_intermediate_B2_[tfile.ru].pdf,Upstream_intermediate_B2_[tfile.ru].pdf,1fg4OXkpKesmT5VDPEUaGwl3nheSwev4a,application/pdf,https://drive.google.com/file/d/1fg4OXkpKesmT5VDPEUaGwl3nheSwev4a/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1fg4OXkpKesmT5VDPEUaGwl3nheSwev4a,https://drive.google.com/uc?export=download&id=1fg4OXkpKesmT5VDPEUaGwl3nheSwev4a
g10/first semester/chemestry g10/first semester/test banks/Chapter 1 (L.O.1).rtf,Chapter 1 (L.O.1).rtf,1i5OeZPQVX6jBFKqEHoFQ3dDapLGp6sSS,application/rtf,https://drive.google.com/file/d/1i5OeZPQVX6jBFKqEHoFQ3dDapLGp6sSS/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1i5OeZPQVX6jBFKqEHoFQ3dDapLGp6sSS,https://drive.google.com/uc?export=download&id=1i5OeZPQVX6jBFKqEHoFQ3dDapLGp6sSS
g10/first semester/chemestry g10/first semester/test banks/Zumdahl Chemistry 9th Edition Test Bank.pdf,Zumdahl Chemistry 9th Edition Test Bank.pdf,10XTkPTRfA3B-tkFSBARyp76k1TwR-5X3,application/pdf,https://drive.google.com/file/d/10XTkPTRfA3B-tkFSBARyp76k1TwR-5X3/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=10XTkPTRfA3B-tkFSBARyp76k1TwR-5X3,https://drive.google.com/uc?export=download&id=10XTkPTRfA3B-tkFSBARyp76k1TwR-5X3
g10/first semester/chemestry g10/first semester/test banks/c18.rtf,c18.rtf,1IxhFxww1qJric1ka8xUtvseACdQVKpZR,application/rtf,https://drive.google.com/file/d/1IxhFxww1qJric1ka8xUtvseACdQVKpZR/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1IxhFxww1qJric1ka8xUtvseACdQVKpZR,https://drive.google.com/uc?export=download&id=1IxhFxww1qJric1ka8xUtvseACdQVKpZR
g10/first semester/chemestry g10/first semester/test banks/c11.rtf,c11.rtf,11hlktzj7nWOFlA6HSTaKIyRwCgRc6cRs,application/rtf,https://drive.google.com/file/d/11hlktzj7nWOFlA6HSTaKIyRwCgRc6cRs/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=11hlktzj7nWOFlA6HSTaKIyRwCgRc6cRs,https://drive.google.com/uc?export=download&id=11hlktzj7nWOFlA6HSTaKIyRwCgRc6cRs
g10/first semester/chemestry g10/first semester/test banks/c22.rtf,c22.rtf,1VwVurWZKxD8hgJfeCjpe7sP_AadaquKc,application/rtf,https://drive.google.com/file/d/1VwVurWZKxD8hgJfeCjpe7sP_AadaquKc/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1VwVurWZKxD8hgJfeCjpe7sP_AadaquKc,https://drive.google.com/uc?export=download&id=1VwVurWZKxD8hgJfeCjpe7sP_AadaquKc
g10/first semester/chemestry g10/first semester/test banks/c16.rtf,c16.rtf,1R9_cArMyYKcHgtDVNDOevSZ3W-IuD5Eg,application/rtf,https://drive.google.com/file/d/1R9_cArMyYKcHgtDVNDOevSZ3W-IuD5Eg/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1R9_cArMyYKcHgtDVNDOevSZ3W-IuD5Eg,https://drive.google.com/uc?export=download&id=1R9_cArMyYKcHgtDVNDOevSZ3W-IuD5Eg
g10/first semester/chemestry g10/first semester/test banks/c13.rtf,c13.rtf,11g9owP3cUEhPZ5xVDXB9KZMRZ_oOhujQ,application/rtf,https://drive.google.com/file/d/11g9owP3cUEhPZ5xVDXB9KZMRZ_oOhujQ/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=11g9owP3cUEhPZ5xVDXB9KZMRZ_oOhujQ,https://drive.google.com/uc?export=download&id=11g9owP3cUEhPZ5xVDXB9KZMRZ_oOhujQ
g10/first semester/chemestry g10/first semester/test banks/c9.rtf,c9.rtf,1kPsm50TtQMWQ5xZlBDdgqpQrQ4Wp56kb,application/rtf,https://drive.google.com/file/d/1kPsm50TtQMWQ5xZlBDdgqpQrQ4Wp56kb/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1kPsm50TtQMWQ5xZlBDdgqpQrQ4Wp56kb,https://drive.google.com/uc?export=download&id=1kPsm50TtQMWQ5xZlBDdgqpQrQ4Wp56kb
g10/first semester/chemestry g10/first semester/test banks/c12.rtf,c12.rtf,1qgk3Vyb0SxC4P3F1C2MKh1RkaSpJGgLg,application/rtf,https://drive.google.com/file/d/1qgk3Vyb0SxC4P3F1C2MKh1RkaSpJGgLg/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1qgk3Vyb0SxC4P3F1C2MKh1RkaSpJGgLg,https://drive.google.com/uc?export=download&id=1qgk3Vyb0SxC4P3F1C2MKh1RkaSpJGgLg
g10/first semester/chemestry g10/first semester/test banks/c5.rtf,c5.rtf,14JJhCqCfdM9WfUKZpXqVIN6tOvmsrDXU,application/rtf,https://drive.google.com/file/d/14JJhCqCfdM9WfUKZpXqVIN6tOvmsrDXU/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=14JJhCqCfdM9WfUKZpXqVIN6tOvmsrDXU,https://drive.google.com/uc?export=download&id=14JJhCqCfdM9WfUKZpXqVIN6tOvmsrDXU
g10/first semester/chemestry g10/first semester/test banks/c7.rtf,c7.rtf,1jLcrgweLrokoHGMShdqIF-UW-DwiwziR,application/rtf,https://drive.google.com/file/d/1jLcrgweLrokoHGMShdqIF-UW-DwiwziR/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1jLcrgweLrokoHGMShdqIF-UW-DwiwziR,https://drive.google.com/uc?export=download&id=1jLcrgweLrokoHGMShdqIF-UW-DwiwziR
g10/first semester/chemestry g10/first semester/test banks/c8.rtf,c8.rtf,1fGHet_MvZoDUMaJsIsFadgMAZd-LDmBc,application/rtf,https://drive.google.com/file/d/1fGHet_MvZoDUMaJsIsFadgMAZd-LDmBc/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1fGHet_MvZoDUMaJsIsFadgMAZd-LDmBc,https://drive.google.com/uc?export=download&id=1fGHet_MvZoDUMaJsIsFadgMAZd-LDmBc
g10/first semester/chemestry g10/first semester/test banks/c6.rtf,c6.rtf,10CGlsXj-SURSoRz7cILxetQsR9MeTV4_,application/rtf,https://drive.google.com/file/d/10CGlsXj-SURSoRz7cILxetQsR9MeTV4_/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=10CGlsXj-SURSoRz7cILxetQsR9MeTV4_,https://drive.google.com/uc?export=download&id=10CGlsXj-SURSoRz7cILxetQsR9MeTV4_
g10/first semester/chemestry g10/first semester/test banks/c21.rtf,c21.rtf,17UMXYwRU9y8b1Yw8uDidZ3WObMa3kUuq,application/rtf,https://drive.google.com/file/d/17UMXYwRU9y8b1Yw8uDidZ3WObMa3kUuq/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=17UMXYwRU9y8b1Yw8uDidZ3WObMa3kUuq,https://drive.google.com/uc?export=download&id=17UMXYwRU9y8b1Yw8uDidZ3WObMa3kUuq
g10/first semester/chemestry g10/first semester/test banks/c19.rtf,c19.rtf,179FzzJCR3Q-7AiRxNuXaf-AYASMUIZSE,application/rtf,https://drive.google.com/file/d/179FzzJCR3Q-7AiRxNuXaf-AYASMUIZSE/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=179FzzJCR3Q-7AiRxNuXaf-AYASMUIZSE,https://drive.google.com/uc?export=download&id=179FzzJCR3Q-7AiRxNuXaf-AYASMUIZSE
g10/first semester/chemestry g10/first semester/test banks/c3.rtf,c3.rtf,1DH_EojvX4qlNhBPBPLXkdEFnZKCMs4GA,application/rtf,https://drive.google.com/file/d/1DH_EojvX4qlNhBPBPLXkdEFnZKCMs4GA/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1DH_EojvX4qlNhBPBPLXkdEFnZKCMs4GA,https://drive.google.com/uc?export=download&id=1DH_EojvX4qlNhBPBPLXkdEFnZKCMs4GA
g10/first semester/chemestry g10/first semester/test banks/c17.rtf,c17.rtf,1ieSSDA40t7W7C-encpUbTk81Tyg5YOKa,application/rtf,https://drive.google.com/file/d/1ieSSDA40t7W7C-encpUbTk81Tyg5YOKa/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1ieSSDA40t7W7C-encpUbTk81Tyg5YOKa,https://drive.google.com/uc?export=download&id=1ieSSDA40t7W7C-encpUbTk81Tyg5YOKa
g10/first semester/chemestry g10/first semester/test banks/c2.rtf,c2.rtf,1N-vUMgYgf2EXdFtCjnM-cdWkllZbbGGy,application/rtf,https://drive.google.com/file/d/1N-vUMgYgf2EXdFtCjnM-cdWkllZbbGGy/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1N-vUMgYgf2EXdFtCjnM-cdWkllZbbGGy,https://drive.google.com/uc?export=download&id=1N-vUMgYgf2EXdFtCjnM-cdWkllZbbGGy
g10/first semester/chemestry g10/first semester/test banks/c14.rtf,c14.rtf,1DcQNBejZbpG38nM0hFGgTo-k0kEvL0w1,application/rtf,https://drive.google.com/file/d/1DcQNBejZbpG38nM0hFGgTo-k0kEvL0w1/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1DcQNBejZbpG38nM0hFGgTo-k0kEvL0w1,https://drive.google.com/uc?export=download&id=1DcQNBejZbpG38nM0hFGgTo-k0kEvL0w1
g10/first semester/chemestry g10/first semester/test banks/c4.rtf,c4.rtf,1Faw0HI0qJdjjIwcD88Xx_83gx0Fjihlh,application/rtf,https://drive.google.com/file/d/1Faw0HI0qJdjjIwcD88Xx_83gx0Fjihlh/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Faw0HI0qJdjjIwcD88Xx_83gx0Fjihlh,https://drive.google.com/uc?export=download&id=1Faw0HI0qJdjjIwcD88Xx_83gx0Fjihlh
g10/first semester/chemestry g10/first semester/test banks/c15.rtf,c15.rtf,15M77csz6MZTSBiEVvJPxrq2lfIYs2Cic,application/rtf,https://drive.google.com/file/d/15M77csz6MZTSBiEVvJPxrq2lfIYs2Cic/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=15M77csz6MZTSBiEVvJPxrq2lfIYs2Cic,https://drive.google.com/uc?export=download&id=15M77csz6MZTSBiEVvJPxrq2lfIYs2Cic
g10/first semester/chemestry g10/first semester/test banks/c10.rtf,c10.rtf,1YYJPhjTfr5kwt-TZdfUe0kloD4MsjxDU,application/rtf,https://drive.google.com/file/d/1YYJPhjTfr5kwt-TZdfUe0kloD4MsjxDU/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1YYJPhjTfr5kwt-TZdfUe0kloD4MsjxDU,https://drive.google.com/uc?export=download&id=1YYJPhjTfr5kwt-TZdfUe0kloD4MsjxDU
g10/first semester/chemestry g10/first semester/test banks/c20.rtf,c20.rtf,1p5jXxUvITEAQrqmb-LIBnJ_UwUoQLnpJ,application/rtf,https://drive.google.com/file/d/1p5jXxUvITEAQrqmb-LIBnJ_UwUoQLnpJ/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1p5jXxUvITEAQrqmb-LIBnJ_UwUoQLnpJ,https://drive.google.com/uc?export=download&id=1p5jXxUvITEAQrqmb-LIBnJ_UwUoQLnpJ
g10/first semester/chemestry g10/first semester/test banks/L.O 5 questions with answers (1).pdf,L.O 5 questions with answers (1).pdf,1KpmpUv80qHdxFRY8jCepDVga-56f69Zo,application/pdf,https://drive.google.com/file/d/1KpmpUv80qHdxFRY8jCepDVga-56f69Zo/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1KpmpUv80qHdxFRY8jCepDVga-56f69Zo,https://drive.google.com/uc?export=download&id=1KpmpUv80qHdxFRY8jCepDVga-56f69Zo
g10/first semester/chemestry g10/first semester/LO7/Chemistry L.O.6_ 7.pdf,Chemistry L.O.6_ 7.pdf,1u-pYHF7tjORkr9fnDkePQK80g7YRPqYO,application/pdf,https://drive.google.com/file/d/1u-pYHF7tjORkr9fnDkePQK80g7YRPqYO/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1u-pYHF7tjORkr9fnDkePQK80g7YRPqYO,https://drive.google.com/uc?export=download&id=1u-pYHF7tjORkr9fnDkePQK80g7YRPqYO
g10/first semester/chemestry g10/first semester/LO7/Chemistry LO7.pptx,Chemistry LO7.pptx,1ybPqncUilXTbLt7szEHBZkRJk18FbweS,application/vnd.openxmlformats-officedocument.presentationml.presentation,https://docs.google.com/presentation/d/1ybPqncUilXTbLt7szEHBZkRJk18FbweS/edit?usp=drivesdk&ouid=101563598129890605704&rtpof=true&sd=true,https://drive.google.com/uc?export=download&id=1ybPqncUilXTbLt7szEHBZkRJk18FbweS,https://drive.google.com/uc?export=download&id=1ybPqncUilXTbLt7szEHBZkRJk18FbweS
g10/first semester/chemestry g10/first semester/revision/Chemistry (Summarization).pptx,Chemistry (Summarization).pptx,1fV7ZDgR-tPQJx0aRzeu4PUG7yMkrqQUP,application/vnd.openxmlformats-officedocument.presentationml.presentation,https://docs.google.com/presentation/d/1fV7ZDgR-tPQJx0aRzeu4PUG7yMkrqQUP/edit?usp=drivesdk&ouid=101563598129890605704&rtpof=true&sd=true,https://drive.google.com/uc?export=download&id=1fV7ZDgR-tPQJx0aRzeu4PUG7yMkrqQUP,https://drive.google.com/uc?export=download&id=1fV7ZDgR-tPQJx0aRzeu4PUG7yMkrqQUP
g10/first semester/chemestry g10/first semester/LO5/CH.1.05 part 1.pptx,CH.1.05 part 1.pptx,1oj4tr4IdjKV20xqLTtBjE8wb4OTS8ao_,application/vnd.openxmlformats-officedocument.presentationml.presentation,https://docs.google.com/presentation/d/1oj4tr4IdjKV20xqLTtBjE8wb4OTS8ao_/edit?usp=drivesdk&ouid=101563598129890605704&rtpof=true&sd=true,https://drive.google.com/uc?export=download&id=1oj4tr4IdjKV20xqLTtBjE8wb4OTS8ao_,https://drive.google.com/uc?export=download&id=1oj4tr4IdjKV20xqLTtBjE8wb4OTS8ao_
g10/first semester/chemestry g10/first semester/LO5/chemistry L.O.5 (SSC).pdf,chemistry L.O.5 (SSC).pdf,1OU_6yzhjtilpWxv0clW90wXCCnW88XYr,application/pdf,https://drive.google.com/file/d/1OU_6yzhjtilpWxv0clW90wXCCnW88XYr/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1OU_6yzhjtilpWxv0clW90wXCCnW88XYr,https://drive.google.com/uc?export=download&id=1OU_6yzhjtilpWxv0clW90wXCCnW88XYr
g10/first semester/chemestry g10/first semester/LO5/CH.1.05 part 3 isomersm.pptx,CH.1.05 part 3 isomersm.pptx,1X6atSQk55ofX_BBViUZX_TSTqQ4Xjgum,application/vnd.openxmlformats-officedocument.presentationml.presentation,https://docs.google.com/presentation/d/1X6atSQk55ofX_BBViUZX_TSTqQ4Xjgum/edit?usp=drivesdk&ouid=101563598129890605704&rtpof=true&sd=true,https://drive.google.com/uc?export=download&id=1X6atSQk55ofX_BBViUZX_TSTqQ4Xjgum,https://drive.google.com/uc?export=download&id=1X6atSQk55ofX_BBViUZX_TSTqQ4Xjgum
g10/first semester/chemestry g10/first semester/LO6/Chemistry L.O.6_ 7.pdf,Chemistry L.O.6_ 7.pdf,1wCimWa2HsUXB4IDAus9e0UIH3CS_AXgn,application/pdf,https://drive.google.com/file/d/1wCimWa2HsUXB4IDAus9e0UIH3CS_AXgn/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1wCimWa2HsUXB4IDAus9e0UIH3CS_AXgn,https://drive.google.com/uc?export=download&id=1wCimWa2HsUXB4IDAus9e0UIH3CS_AXgn
g10/first semester/chemestry g10/first semester/LO6/Chemistry  LO6.pptx,Chemistry  LO6.pptx,1lQB6VyX-IpUNddZ6yOCLLJqlAAhDNqBj,application/vnd.openxmlformats-officedocument.presentationml.presentation,https://docs.google.com/presentation/d/1lQB6VyX-IpUNddZ6yOCLLJqlAAhDNqBj/edit?usp=drivesdk&ouid=101563598129890605704&rtpof=true&sd=true,https://drive.google.com/uc?export=download&id=1lQB6VyX-IpUNddZ6yOCLLJqlAAhDNqBj,https://drive.google.com/uc?export=download&id=1lQB6VyX-IpUNddZ6yOCLLJqlAAhDNqBj
g10/first semester/chemestry g10/first semester/LO3/Chemistry L.O.3 (SSC).pdf,Chemistry L.O.3 (SSC).pdf,19FRk9MYb6PNPPREuBf-l491oZkK7_1B0,application/pdf,https://drive.google.com/file/d/19FRk9MYb6PNPPREuBf-l491oZkK7_1B0/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=19FRk9MYb6PNPPREuBf-l491oZkK7_1B0,https://drive.google.com/uc?export=download&id=19FRk9MYb6PNPPREuBf-l491oZkK7_1B0
g10/first semester/chemestry g10/first semester/LO3/Chemistry lo 3.pptx,Chemistry lo 3.pptx,1fXlfKJLJHte_jhbXmSpcanNMr0puQwXF,application/vnd.openxmlformats-officedocument.presentationml.presentation,https://docs.google.com/presentation/d/1fXlfKJLJHte_jhbXmSpcanNMr0puQwXF/edit?usp=drivesdk&ouid=101563598129890605704&rtpof=true&sd=true,https://drive.google.com/uc?export=download&id=1fXlfKJLJHte_jhbXmSpcanNMr0puQwXF,https://drive.google.com/uc?export=download&id=1fXlfKJLJHte_jhbXmSpcanNMr0puQwXF
g10/first semester/chemestry g10/first semester/LO1/Chemistry L.O.1 (SSC).pdf,Chemistry L.O.1 (SSC).pdf,1qBYCEFiUeZV0sIaFXE0QrvY-gokeiW27,application/pdf,https://drive.google.com/file/d/1qBYCEFiUeZV0sIaFXE0QrvY-gokeiW27/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1qBYCEFiUeZV0sIaFXE0QrvY-gokeiW27,https://drive.google.com/uc?export=download&id=1qBYCEFiUeZV0sIaFXE0QrvY-gokeiW27
"g10/first semester/chemestry g10/first semester/LO1/CHAPTER 2  Atoms, Molecules, and Ions.docx","CHAPTER 2  Atoms, Molecules, and Ions.docx",1CvCAnTrDlYBaPZomu0Se34qffz7C2PUB,application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://docs.google.com/document/d/1CvCAnTrDlYBaPZomu0Se34qffz7C2PUB/edit?usp=drivesdk&ouid=101563598129890605704&rtpof=true&sd=true,https://drive.google.com/uc?export=download&id=1CvCAnTrDlYBaPZomu0Se34qffz7C2PUB,https://drive.google.com/uc?export=download&id=1CvCAnTrDlYBaPZomu0Se34qffz7C2PUB
g10/first semester/chemestry g10/first semester/LO1/Chemistry LO1.pptx,Chemistry LO1.pptx,1Pvk826TbF0ywnp_l8CFTOSBBrCDMU0f6,application/vnd.openxmlformats-officedocument.presentationml.presentation,https://docs.google.com/presentation/d/1Pvk826TbF0ywnp_l8CFTOSBBrCDMU0f6/edit?usp=drivesdk&ouid=101563598129890605704&rtpof=true&sd=true,https://drive.google.com/uc?export=download&id=1Pvk826TbF0ywnp_l8CFTOSBBrCDMU0f6,https://drive.google.com/uc?export=download&id=1Pvk826TbF0ywnp_l8CFTOSBBrCDMU0f6
g10/first semester/chemestry g10/first semester/LO4/Chemistry L.O.4 (SSC).pdf,Chemistry L.O.4 (SSC).pdf,1vk5mKfOgcwuHCk9KrFekepPX4byYJaHl,application/pdf,https://drive.google.com/file/d/1vk5mKfOgcwuHCk9KrFekepPX4byYJaHl/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1vk5mKfOgcwuHCk9KrFekepPX4byYJaHl,https://drive.google.com/uc?export=download&id=1vk5mKfOgcwuHCk9KrFekepPX4byYJaHl
g10/first semester/chemestry g10/first semester/LO4/Chemistry LO4.pptx,Chemistry LO4.pptx,12eaw5YGvEyaMGiWWzpHb3WVzlLKw6PmP,application/vnd.openxmlformats-officedocument.presentationml.presentation,https://docs.google.com/presentation/d/12eaw5YGvEyaMGiWWzpHb3WVzlLKw6PmP/edit?usp=drivesdk&ouid=101563598129890605704&rtpof=true&sd=true,https://drive.google.com/uc?export=download&id=12eaw5YGvEyaMGiWWzpHb3WVzlLKw6PmP,https://drive.google.com/uc?export=download&id=12eaw5YGvEyaMGiWWzpHb3WVzlLKw6PmP
g10/first semester/chemestry g10/first semester/additional refrences/Principles_of_General_Chemistry_by_Martin_Silberberg_z_lib_org.pdf,Principles_of_General_Chemistry_by_Martin_Silberberg_z_lib_org.pdf,14m3z-gnDKIHoXCYgkwT9YTX4iuoN1_4i,application/pdf,https://drive.google.com/file/d/14m3z-gnDKIHoXCYgkwT9YTX4iuoN1_4i/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=14m3z-gnDKIHoXCYgkwT9YTX4iuoN1_4i,https://drive.google.com/uc?export=download&id=14m3z-gnDKIHoXCYgkwT9YTX4iuoN1_4i
g10/first semester/chemestry g10/first semester/additional refrences/Principles of organic chemistry.pdf,Principles of organic chemistry.pdf,1HCrQLUOSzkqV_84i9UcU-xaWlKraakzK,application/pdf,https://drive.google.com/file/d/1HCrQLUOSzkqV_84i9UcU-xaWlKraakzK/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1HCrQLUOSzkqV_84i9UcU-xaWlKraakzK,https://drive.google.com/uc?export=download&id=1HCrQLUOSzkqV_84i9UcU-xaWlKraakzK
g10/first semester/chemestry g10/first semester/additional refrences/Holt_Chemistry_Textbook.pdf,Holt_Chemistry_Textbook.pdf,1XNMHDqHhavlvWhBilOgMAQ8A0Fczt-eo,application/pdf,https://drive.google.com/file/d/1XNMHDqHhavlvWhBilOgMAQ8A0Fczt-eo/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1XNMHDqHhavlvWhBilOgMAQ8A0Fczt-eo,https://drive.google.com/uc?export=download&id=1XNMHDqHhavlvWhBilOgMAQ8A0Fczt-eo
g10/first semester/chemestry g10/first semester/additional refrences/Active_Chemistry.PDF,Active_Chemistry.PDF,1Mi7xSGxdqSaM3CsHU6U_1RALvtOy09IW,application/pdf,https://drive.google.com/file/d/1Mi7xSGxdqSaM3CsHU6U_1RALvtOy09IW/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Mi7xSGxdqSaM3CsHU6U_1RALvtOy09IW,https://drive.google.com/uc?export=download&id=1Mi7xSGxdqSaM3CsHU6U_1RALvtOy09IW
g10/first semester/chemestry g10/first semester/additional refrences/Zumdahl Chemistry 9th c2014 solutions - Copy.pdf,Zumdahl Chemistry 9th c2014 solutions - Copy.pdf,1y_ZiYIeS7ZVr0ZrcpG2SqO5a6Hai6IDi,application/pdf,https://drive.google.com/file/d/1y_ZiYIeS7ZVr0ZrcpG2SqO5a6Hai6IDi/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1y_ZiYIeS7ZVr0ZrcpG2SqO5a6Hai6IDi,https://drive.google.com/uc?export=download&id=1y_ZiYIeS7ZVr0ZrcpG2SqO5a6Hai6IDi
g10/first semester/chemestry g10/first semester/LO2/Chemistry L.O.2 (SSC).pdf,Chemistry L.O.2 (SSC).pdf,1QnKHOw6FY2OAMDbWLILz53x-vvICf7pN,application/pdf,https://drive.google.com/file/d/1QnKHOw6FY2OAMDbWLILz53x-vvICf7pN/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1QnKHOw6FY2OAMDbWLILz53x-vvICf7pN,https://drive.google.com/uc?export=download&id=1QnKHOw6FY2OAMDbWLILz53x-vvICf7pN
g10/first semester/chemestry g10/first semester/LO2/4_5810146429913534102.pdf,4_5810146429913534102.pdf,1JTluCJSCbH7o99aLPQ2xQWYLziHkKnE4,application/pdf,https://drive.google.com/file/d/1JTluCJSCbH7o99aLPQ2xQWYLziHkKnE4/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1JTluCJSCbH7o99aLPQ2xQWYLziHkKnE4,https://drive.google.com/uc?export=download&id=1JTluCJSCbH7o99aLPQ2xQWYLziHkKnE4
g10/first semester/chemestry g10/first semester/LO2/Chemistry LO2.pptx,Chemistry LO2.pptx,1KYVfjGzV7sCVt73ggmn9tljEt6tK0sSK,application/vnd.openxmlformats-officedocument.presentationml.presentation,https://docs.google.com/presentation/d/1KYVfjGzV7sCVt73ggmn9tljEt6tK0sSK/edit?usp=drivesdk&ouid=101563598129890605704&rtpof=true&sd=true,https://drive.google.com/uc?export=download&id=1KYVfjGzV7sCVt73ggmn9tljEt6tK0sSK,https://drive.google.com/uc?export=download&id=1KYVfjGzV7sCVt73ggmn9tljEt6tK0sSK
g10/first semester/chemestry g10/first semester/LO2/chemistry l.o 2.pdf,chemistry l.o 2.pdf,1KRYnGzaIEbN0LXJnxokrmyAWl3Wqt6_5,application/pdf,https://drive.google.com/file/d/1KRYnGzaIEbN0LXJnxokrmyAWl3Wqt6_5/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1KRYnGzaIEbN0LXJnxokrmyAWl3Wqt6_5,https://drive.google.com/uc?export=download&id=1KRYnGzaIEbN0LXJnxokrmyAWl3Wqt6_5
g10/first semester/capstone g10/first semester/Capstone Rubric (Poster).pdf,Capstone Rubric (Poster).pdf,1ZxOQl82UWMvOcm7k_o-k1Ci5UfI08xvQ,application/pdf,https://drive.google.com/file/d/1ZxOQl82UWMvOcm7k_o-k1Ci5UfI08xvQ/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1ZxOQl82UWMvOcm7k_o-k1Ci5UfI08xvQ,https://drive.google.com/uc?export=download&id=1ZxOQl82UWMvOcm7k_o-k1Ci5UfI08xvQ
g10/first semester/capstone g10/first semester/Journals and feedbacks.pdf,Journals and feedbacks.pdf,1UUFiY6gRo0jQrqhODP8Ynswdx0ZFBD2C,application/pdf,https://drive.google.com/file/d/1UUFiY6gRo0jQrqhODP8Ynswdx0ZFBD2C/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1UUFiY6gRo0jQrqhODP8Ynswdx0ZFBD2C,https://drive.google.com/uc?export=download&id=1UUFiY6gRo0jQrqhODP8Ynswdx0ZFBD2C
g10/first semester/capstone g10/first semester/Capstone_Challenge_Grade_10_FIRST_semester_2025-2026.pdf,Capstone_Challenge_Grade_10_FIRST_semester_2025-2026.pdf,1tJx01DT3L7Vkh35KRjyCiMSRmy4EAGmW,application/pdf,https://drive.google.com/file/d/1tJx01DT3L7Vkh35KRjyCiMSRmy4EAGmW/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1tJx01DT3L7Vkh35KRjyCiMSRmy4EAGmW,https://drive.google.com/uc?export=download&id=1tJx01DT3L7Vkh35KRjyCiMSRmy4EAGmW
g10/first semester/capstone g10/first semester/poster rubric simplified.pdf,poster rubric simplified.pdf,1hW1x5mFZv2wXzQOMiEnxY2dls86Q4OiU,application/pdf,https://drive.google.com/file/d/1hW1x5mFZv2wXzQOMiEnxY2dls86Q4OiU/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1hW1x5mFZv2wXzQOMiEnxY2dls86Q4OiU,https://drive.google.com/uc?export=download&id=1hW1x5mFZv2wXzQOMiEnxY2dls86Q4OiU
g10/first semester/capstone g10/first semester/Capstone Portfolio Template.pdf,Capstone Portfolio Template.pdf,1ZHil6hjqLXqtRDD9lPwZHYimMCh-0pSY,application/pdf,https://drive.google.com/file/d/1ZHil6hjqLXqtRDD9lPwZHYimMCh-0pSY/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1ZHil6hjqLXqtRDD9lPwZHYimMCh-0pSY,https://drive.google.com/uc?export=download&id=1ZHil6hjqLXqtRDD9lPwZHYimMCh-0pSY
g10/first semester/capstone g10/first semester/EDP.jpg,EDP.jpg,1-zSzCpjERFryNQ8RXms_QoER9W53kauz,image/jpeg,https://drive.google.com/file/d/1-zSzCpjERFryNQ8RXms_QoER9W53kauz/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1-zSzCpjERFryNQ8RXms_QoER9W53kauz,https://drive.google.com/uc?export=download&id=1-zSzCpjERFryNQ8RXms_QoER9W53kauz
